No. ,"Author, Specimen Name ",Comments ,Specimen_Type,Load_History,Bar_Type,Steel_Origin,Bar_Grade,Nominal Diameter,Gauge Length,Corrosion_Method,Cathode_Type,Cleaning_Method,Current Density,Exposure Duration,Solution Concentration,Mass Loss,Corroded Length,Corrosion Penetration Depth,Fy,ln(Fy)
1102,"Matthews et al. (2023), CS-MC-L1-3B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.78,460,0.299,248.4,5.51503874
1103,"Matthews et al. (2023), CS-MC-L1-5A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,5.91,460,0.369,248.81,5.516669859
1104,"Matthews et al. (2023), CS-MC-L1-5B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.72,460,0.295,247.96,5.513258167
1105,"Matthews et al. (2023), CS-MC-L1-7A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,5.29,460,0.33,245.78,5.504439675
1106,"Matthews et al. (2023), CS-MC-L1-9A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.95,460,0.309,253.64,5.535925401
1107,"Matthews et al. (2023), CS-MC-L1-11A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.89,460,0.306,248.84,5.516827802
1108,"Matthews et al. (2023), CS-MC-L1-13A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,5.51,460,0.345,252.51,5.531435803
1109,"Matthews et al. (2023), CS-MC-L1-15A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,5,460,0.313,256.7,5.54789718
1110,"Matthews et al. (2023), CS-MC-L1-15B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,5.51,460,0.345,250.16,5.522109507
1111,"Matthews et al. (2023), CS-MC-L1-17A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.55,460,0.284,251.57,5.527730026
1112,"Matthews et al. (2023), CS-MC-L1-17B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.95,460,0.309,245.34,5.502625031
1113,"Matthews et al. (2023), 300CS-MC-L2-1B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,5.46,460,0.341,248.06,5.513671862
1114,"Matthews et al. (2023), 300CS-MC-L2-3B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,5.51,460,0.345,248.07,5.513714189
1115,"Matthews et al. (2023), 300CS-MC-L2-5B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,6.47,460,0.405,251.07,5.525751301
1116,"Matthews et al. (2023), 300CS-MC-L2-7A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,5.12,460,0.32,244.53,5.49934209
1117,"Matthews et al. (2023), 300CS-MC-L2-7B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.95,460,0.309,245.93,5.505029051
1118,"Matthews et al. (2023), 300CS-MC-L2-9A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,5.06,460,0.316,250.36,5.522910666
1119,"Matthews et al. (2023), 300CS-MC-L2-9B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,5.34,460,0.334,251.07,5.525747318
1120,"Matthews et al. (2023), 300CS-MC-L2-11A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.95,460,0.309,251.18,5.526155083
1121,"Matthews et al. (2023), 300CS-MC-L2-11B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.78,460,0.299,251.77,5.528498893
1122,"Matthews et al. (2023), 300CS-MC-L2-13B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.44,460,0.277,250.39,5.523023696
1123,"Matthews et al. (2023), 300CS-MC-L2-15A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,5.17,460,0.323,249.17,5.518152652
1124,"Matthews et al. (2023), 300CS-MC-L2-15B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,5.17,460,0.323,252.58,5.531730802
1125,"Matthews et al. (2023), 300CS-MC-L2-17A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.44,460,0.277,251.01,5.525507121
1126,"Matthews et al. (2023), 300CS-MC-L2-17B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.44,460,0.277,249.23,5.518375764
1127,"Matthews et al. (2023), CS-MC-S1-1A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,123,3.5,10.72,460,0.67,227.06,5.4252143
1128,"Matthews et al. (2023), CS-MC-S1-3A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,123,3.5,12.52,460,0.783,216.52,5.377692159
1129,"Matthews et al. (2023), CS-MC-S1-3B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,123,3.5,9.08,460,0.567,234.02,5.455395044
1130,"Matthews et al. (2023), CS-MC-S1-5A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,123,3.5,10.83,460,0.677,235.12,5.460079435
1131,"Matthews et al. (2023), CS-MC-S1-5B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,123,3.5,10.77,460,0.673,225.6,5.4187418
1132,"Matthews et al. (2023), CS-MC-S1-7A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,123,3.5,8,460,0.5,239.61,5.479000499
1133,"Matthews et al. (2023), CS-MC-S1-7B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,123,3.5,10.55,460,0.659,221.15,5.3988611
1134,"Matthews et al. (2023), CS-MC-S1-9A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,123,3.5,9.36,460,0.585,238.69,5.475148881
1135,"Matthews et al. (2023), CS-MC-S1-9B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,123,3.5,12.47,460,0.779,227.35,5.426469127
1136,"Matthews et al. (2023), CS-MC-S1-11A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,123,3.5,29.54,460,1.847,236.77,5.467078225
1137,"Matthews et al. (2023), CS-MC-S1-13A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,123,3.5,9.19,460,0.574,240.49,5.482667281
1138,"Matthews et al. (2023), CS-MC-S1-17A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,123,3.5,9.08,460,0.567,231.85,5.446072927
1139,"Matthews et al. (2023), CS-MC-S1-17B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,123,3.5,12.3,460,0.769,221.84,5.401969474
1140,"Matthews et al. (2023), 300CS-MC-S2-1A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,10.21,461,0.638,233.86,5.454721363
1141,"Matthews et al. (2023), 300CS-MC-S2-1B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,13.2,462,0.825,221.81,5.401806282
1142,"Matthews et al. (2023), 300CS-MC-S2-3A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,12.69,463,0.793,205.24,5.32417759
1143,"Matthews et al. (2023), 300CS-MC-S2-3B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,8.91,464,0.557,225.54,5.418513932
1144,"Matthews et al. (2023), 300CS-MC-S2-5A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,9.64,465,0.603,234.19,5.456140865
1145,"Matthews et al. (2023), 300CS-MC-S2-5B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,9.25,466,0.578,237.43,5.469874107
1146,"Matthews et al. (2023), 300CS-MC-S2-7A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,17.22,467,1.076,203.59,5.316112097
1147,"Matthews et al. (2023), 300CS-MC-S2-9A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,8.57,469,0.535,237.37,5.469613365
1148,"Matthews et al. (2023), 300CS-MC-S2-9B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,14.28,470,0.892,213.69,5.364537598
1149,"Matthews et al. (2023), 300CS-MC-S2-11A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,8.91,471,0.557,237.35,5.469529104
1150,"Matthews et al. (2023), 300CS-MC-S2-11B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,10.55,472,0.659,237.06,5.468306524
1151,"Matthews et al. (2023), 300CS-MC-S2-13A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,8.57,473,0.535,239.82,5.479882387
1152,"Matthews et al. (2023), 300CS-MC-S2-15A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,9.58,475,0.599,236.56,5.466193844
1153,"Matthews et al. (2023), 300CS-MC-S2-15B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,18.97,476,1.186,150.86,5.016369489
1154,"Matthews et al. (2023), 300CS-MC-S2-16A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,82,3.5,11.9,477,0.744,200.09,5.298758269
1155,"Matthews et al. (2023), WD-UC-L1-1A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,5.29,460,0.33,250.67,5.524118184
1156,"Matthews et al. (2023), WD-UC-L1-1B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.89,460,0.306,251.24,5.526421394
1157,"Matthews et al. (2023), WD-UC-L1-3B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.89,460,0.306,248.73,5.516385258
1158,"Matthews et al. (2023), WD-UC-L1-5A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,5.4,460,0.338,245.95,5.505120945
1159,"Matthews et al. (2023), WD-UC-L1-5B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.83,460,0.302,246,5.50534495
1160,"Matthews et al. (2023), WD-UC-L1-7A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.89,460,0.306,244.52,5.49927952
1161,"Matthews et al. (2023), WD-UC-L1-7B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.95,460,0.309,241.66,5.487527228
1162,"Matthews et al. (2023), WD-UC-L1-9A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.89,460,0.306,247.73,5.512321682
1163,"Matthews et al. (2023), WD-UC-L1-9B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.61,460,0.288,242.97,5.492924808
1164,"Matthews et al. (2023), WD-UC-L1-11A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,5.34,460,0.334,245.19,5.502028526
1165,"Matthews et al. (2023), WD-UC-L1-11B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.83,460,0.302,245.05,5.501461863
1166,"Matthews et al. (2023), WD-UC-L1-13A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.66,460,0.292,245.96,5.5051738
1167,"Matthews et al. (2023), WD-UC-L1-13B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.44,460,0.277,246.08,5.505644089
1168,"Matthews et al. (2023), WD-UC-L1-15A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.78,460,0.299,246.58,5.507667424
1169,"Matthews et al. (2023), WD-UC-L1-15B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,3.7,460,0.231,244.97,5.501137387
1170,"Matthews et al. (2023), WD-UC-L1-17A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,5.46,460,0.341,248.96,5.517292643
1171,"Matthews et al. (2023), WD-UC-L1-17B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,5.06,460,0.316,246.62,5.507854367
1172,"Matthews et al. (2023), 300WD-UC-L2-2.95-1B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,5.34,460,0.334,243.16,5.493706503
1173,"Matthews et al. (2023), 300WD-UC-L2-2.95-3B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.95,460,0.309,244.41,5.498860645
1174,"Matthews et al. (2023), 300WD-UC-L2-2.95-3C",,Embedded,Pre-loaded,D,New Zealand,500E,25,215,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.72,460,0.295,246.94,5.509153086
1175,"Matthews et al. (2023), 300WD-UC-L2-2.95-5A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,3.87,460,0.242,247.03,5.509518288
1176,"Matthews et al. (2023), 300WD-UC-L2-2.95-5C",,Embedded,Pre-loaded,D,New Zealand,500E,25,215,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.78,460,0.299,247.82,5.51271801
1177,"Matthews et al. (2023), 300WD-UC-L2-2.95-7A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.5,460,0.281,247.79,5.51257677
1178,"Matthews et al. (2023), 300WD-UC-L2-2.95-7B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,3.99,460,0.249,248.5,5.515424334
1179,"Matthews et al. (2023), 300WD-UC-L2-2.95-7C",,Embedded,Pre-loaded,D,New Zealand,500E,25,215,IC,External stainless steel bars,Sandblasting,300,13,3.5,3.82,460,0.239,248.01,5.513474713
1180,"Matthews et al. (2023), 300WD-UC-L2-2.95-9A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.44,460,0.277,247.09,5.50976276
1181,"Matthews et al. (2023), 300WD-UC-L2-2.95-9B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.33,460,0.27,245.77,5.504390443
1182,"Matthews et al. (2023), 300WD-UC-L2-2.95-11A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.95,460,0.309,244.38,5.498722754
1183,"Matthews et al. (2023), 300WD-UC-L2-2.95-11B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.78,460,0.299,243.39,5.494660576
1184,"Matthews et al. (2023), 300WD-UC-L2-2.95-11C",,Embedded,Pre-loaded,D,New Zealand,500E,25,215,IC,External stainless steel bars,Sandblasting,300,13,3.5,5.12,460,0.32,245.84,5.504661393
1185,"Matthews et al. (2023), 300WD-UC-L2-2.95-13A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.66,460,0.292,246.45,5.507170089
1186,"Matthews et al. (2023), 300WD-UC-L2-2.95-13B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.5,460,0.281,247.73,5.512324911
1187,"Matthews et al. (2023), 300WD-UC-L2-2.95-13C",,Embedded,Pre-loaded,D,New Zealand,500E,25,215,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.55,460,0.284,246.2,5.506124717
1188,"Matthews et al. (2023), 300WD-UC-L2-2.95-15A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.21,460,0.263,246.4,5.506950144
1189,"Matthews et al. (2023), 300WD-UC-L2-2.95-15B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.16,460,0.26,244.1,5.497589858
1190,"Matthews et al. (2023), 300WD-UC-L2-2.95-17B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.44,460,0.277,245.83,5.504645935
1191,"Matthews et al. (2023), 300WD-UC-L2-2.95-17C",,Embedded,Pre-loaded,D,New Zealand,500E,25,215,IC,External stainless steel bars,Sandblasting,300,13,3.5,4.5,460,0.281,245.6,5.503703382
1192,"Matthews et al. (2023), WD-MC-L1-1B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.04,460,0.253,254.87,5.54076499
1193,"Matthews et al. (2023), WD-MC-L1-3A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.78,460,0.299,249.15,5.518048703
1194,"Matthews et al. (2023), WD-MC-L1-3B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.95,460,0.309,245.57,5.503588147
1195,"Matthews et al. (2023), WD-MC-L1-5A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.5,460,0.281,250.29,5.522636626
1196,"Matthews et al. (2023), WD-MC-L1-5B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,5,460,0.313,251.09,5.525791527
1197,"Matthews et al. (2023), WD-MC-L1-7B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.78,460,0.299,250.49,5.523432573
1198,"Matthews et al. (2023), WD-MC-L1-9B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.33,460,0.27,242.74,5.491976493
1199,"Matthews et al. (2023), WD-MC-L1-11B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,5.4,460,0.338,251.44,5.527215926
1200,"Matthews et al. (2023), WD-MC-L1-13A",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.83,460,0.302,252.59,5.531747826
1201,"Matthews et al. (2023), WD-MC-L1-13B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,4.27,460,0.267,253.05,5.533582356
1202,"Matthews et al. (2023), WD-MC-L1-15B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,3.76,460,0.235,251.46,5.527295464
1203,"Matthews et al. (2023), WD-MC-L1-17B",,Embedded,Pre-loaded,D,New Zealand,500E,25,225,IC,External stainless steel bars,Sandblasting,200,20,3.5,3.76,460,0.235,249.7,5.520259396
